run_at_utc,key_a,key_b,similarity,decision,threshold,n_members_a,n_members_b,independent_count_a,independent_count_b,headline_a,headline_b,novelty
2026-09-25T10:26:45.206067+00:00,28cc02ef15099364,1d9888cc229b8071,0.4658,kept_below_threshold,0.8,2,1,2,1,ایران نقشه راهی هفت‌روزه برای بازگشایی تنگه هرمز به ایالات متحده پیشنهاد کرد.,بحث ترامپ و الزیدی درباره سلاح گروه‌های عراقی و مهلت ۲۰۲۷,development
2026-09-25T10:26:45.206067+00:00,28cc02ef15099364,601d7eefc0290648,0.4644,kept_below_threshold,0.8,2,2,2,1,ایران نقشه راهی هفت‌روزه برای بازگشایی تنگه هرمز به ایالات متحده پیشنهاد کرد.,پزشکیان بر تعمیق همکاری با پاکستان و تسریع توافق با ارمنستان تأکید کرد,development
2026-09-25T10:26:45.206067+00:00,591aa400d5f78136,afb6e948a6864b14,0.5529,kept_below_threshold,0.8,6,6,2,2,دو سرباز اسرائیلی بر اثر انفجار پهپاد خودی در شمال غزه کشته شدند.,نیروهای نظامی اسرائیل وارد منطقه وادی الرقاد در جنوب سوریه شدند.,development
2026-09-25T10:26:45.206067+00:00,591aa400d5f78136,abb3480d8c116368,0.6402,kept_below_threshold,0.8,6,3,2,0,دو سرباز اسرائیلی بر اثر انفجار پهپاد خودی در شمال غزه کشته شدند.,ارتش اسرائیل تونل ۲ کیلومتری در جنوب غزه را تخریب کرد,development
2026-09-25T10:26:45.206067+00:00,500e527e68ae636e,afb6e948a6864b14,0.5313,kept_below_threshold,0.8,6,6,2,2,مفتی اعظم عربستان از سربازان خواست برای جنگ با حوثی‌ها جان خود را فدا کنند,نیروهای نظامی اسرائیل وارد منطقه وادی الرقاد در جنوب سوریه شدند.,development
2026-09-25T10:26:45.206067+00:00,500e527e68ae636e,3a64b2106e538615,0.4602,kept_below_threshold,0.8,6,2,2,2,مفتی اعظم عربستان از سربازان خواست برای جنگ با حوثی‌ها جان خود را فدا کنند,بریتانیا به ایران هشدار داد فعالیت‌های خصمانه در خاکش را تحمل نخواهد کرد,development
2026-09-25T10:26:45.206067+00:00,500e527e68ae636e,a369c0a348da0ffd,0.4995,kept_below_threshold,0.8,6,2,2,1,مفتی اعظم عربستان از سربازان خواست برای جنگ با حوثی‌ها جان خود را فدا کنند,بحث وزیران خارجه ایران و مصر درباره تحولات منطقه‌ای در نیویورک,development
2026-09-25T10:26:45.206067+00:00,500e527e68ae636e,1d9888cc229b8071,0.4107,kept_below_threshold,0.8,6,1,2,1,مفتی اعظم عربستان از سربازان خواست برای جنگ با حوثی‌ها جان خود را فدا کنند,بحث ترامپ و الزیدی درباره سلاح گروه‌های عراقی و مهلت ۲۰۲۷,development
2026-09-25T10:26:45.206067+00:00,500e527e68ae636e,98fb501a969071e1,0.4125,kept_below_threshold,0.8,6,2,2,0,مفتی اعظم عربستان از سربازان خواست برای جنگ با حوثی‌ها جان خود را فدا کنند,پروازهای شناسایی آمریکا در تنگه هرمز و اعلام آمادگی سپاه برای پاسخ متفاوت,development
2026-09-25T10:26:45.206067+00:00,afb6e948a6864b14,1d9888cc229b8071,0.406,kept_below_threshold,0.8,6,1,2,1,نیروهای نظامی اسرائیل وارد منطقه وادی الرقاد در جنوب سوریه شدند.,بحث ترامپ و الزیدی درباره سلاح گروه‌های عراقی و مهلت ۲۰۲۷,development
2026-09-25T10:26:45.206067+00:00,afb6e948a6864b14,56bc7c4f59a92136,0.5223,kept_below_threshold,0.8,6,1,2,1,نیروهای نظامی اسرائیل وارد منطقه وادی الرقاد در جنوب سوریه شدند.,مقاطعه اروپایی و کمبود قطعات، تأخیر در عملیات غواصه اسرائیلی را موجب شد,development
2026-09-25T10:26:45.206067+00:00,afb6e948a6864b14,abb3480d8c116368,0.5892,kept_below_threshold,0.8,6,3,2,0,نیروهای نظامی اسرائیل وارد منطقه وادی الرقاد در جنوب سوریه شدند.,ارتش اسرائیل تونل ۲ کیلومتری در جنوب غزه را تخریب کرد,development
2026-09-25T10:26:45.206067+00:00,afb6e948a6864b14,98fb501a969071e1,0.5462,kept_below_threshold,0.8,6,2,2,0,نیروهای نظامی اسرائیل وارد منطقه وادی الرقاد در جنوب سوریه شدند.,پروازهای شناسایی آمریکا در تنگه هرمز و اعلام آمادگی سپاه برای پاسخ متفاوت,development
2026-09-25T10:26:45.206067+00:00,9255ae23eaff1ec5,3a64b2106e538615,0.4937,kept_below_threshold,0.8,4,2,2,2,وزیران خارجه روسیه و ایران بر راهکار دیپلماتیک برای حل تنش‌ها توافق کردند,بریتانیا به ایران هشدار داد فعالیت‌های خصمانه در خاکش را تحمل نخواهد کرد,development
2026-09-25T10:26:45.206067+00:00,9255ae23eaff1ec5,a369c0a348da0ffd,0.6524,kept_below_threshold,0.8,4,2,2,1,وزیران خارجه روسیه و ایران بر راهکار دیپلماتیک برای حل تنش‌ها توافق کردند,بحث وزیران خارجه ایران و مصر درباره تحولات منطقه‌ای در نیویورک,development
2026-09-25T10:26:45.206067+00:00,9255ae23eaff1ec5,7fdfbd842d9fa917,0.4994,kept_below_threshold,0.8,4,1,2,1,وزیران خارجه روسیه و ایران بر راهکار دیپلماتیک برای حل تنش‌ها توافق کردند,امارات وارجنتين مذاکرات برای توافق شراکت اقتصادی جامع را آغاز کردند,development
2026-09-25T10:26:45.206067+00:00,9255ae23eaff1ec5,5c8b8722f634aa56,0.6576,kept_below_threshold,0.8,4,4,2,1,وزیران خارجه روسیه و ایران بر راهکار دیپلماتیک برای حل تنش‌ها توافق کردند,عقد آراغچی و لاوروف و ملباند دیدارهای دوجانبه در حاشیه مجمع عمومی سازمان ملل,development
2026-09-25T10:26:45.206067+00:00,9255ae23eaff1ec5,0053495882231b48,0.4532,kept_below_threshold,0.8,4,8,2,1,وزیران خارجه روسیه و ایران بر راهکار دیپلماتیک برای حل تنش‌ها توافق کردند,کلمبیا روابط دیپلماتیک خود را با ایران قطع کرد,development
2026-09-25T10:26:45.206067+00:00,9255ae23eaff1ec5,1d9888cc229b8071,0.4576,kept_below_threshold,0.8,4,1,2,1,وزیران خارجه روسیه و ایران بر راهکار دیپلماتیک برای حل تنش‌ها توافق کردند,بحث ترامپ و الزیدی درباره سلاح گروه‌های عراقی و مهلت ۲۰۲۷,development
2026-09-25T10:26:45.206067+00:00,9255ae23eaff1ec5,601d7eefc0290648,0.5112,kept_below_threshold,0.8,4,2,2,1,وزیران خارجه روسیه و ایران بر راهکار دیپلماتیک برای حل تنش‌ها توافق کردند,پزشکیان بر تعمیق همکاری با پاکستان و تسریع توافق با ارمنستان تأکید کرد,development
2026-09-25T10:26:45.206067+00:00,3a64b2106e538615,a369c0a348da0ffd,0.5422,kept_below_threshold,0.8,2,2,2,1,بریتانیا به ایران هشدار داد فعالیت‌های خصمانه در خاکش را تحمل نخواهد کرد,بحث وزیران خارجه ایران و مصر درباره تحولات منطقه‌ای در نیویورک,development
2026-09-25T10:26:45.206067+00:00,3a64b2106e538615,5c8b8722f634aa56,0.5212,kept_below_threshold,0.8,2,4,2,1,بریتانیا به ایران هشدار داد فعالیت‌های خصمانه در خاکش را تحمل نخواهد کرد,عقد آراغچی و لاوروف و ملباند دیدارهای دوجانبه در حاشیه مجمع عمومی سازمان ملل,development
2026-09-25T10:26:45.206067+00:00,a369c0a348da0ffd,7fdfbd842d9fa917,0.4966,kept_below_threshold,0.8,2,1,1,1,بحث وزیران خارجه ایران و مصر درباره تحولات منطقه‌ای در نیویورک,امارات وارجنتين مذاکرات برای توافق شراکت اقتصادی جامع را آغاز کردند,development
2026-09-25T10:26:45.206067+00:00,a369c0a348da0ffd,5c8b8722f634aa56,0.641,kept_below_threshold,0.8,2,4,1,1,بحث وزیران خارجه ایران و مصر درباره تحولات منطقه‌ای در نیویورک,عقد آراغچی و لاوروف و ملباند دیدارهای دوجانبه در حاشیه مجمع عمومی سازمان ملل,development
2026-09-25T10:26:45.206067+00:00,a369c0a348da0ffd,1d9888cc229b8071,0.4512,kept_below_threshold,0.8,2,1,1,1,بحث وزیران خارجه ایران و مصر درباره تحولات منطقه‌ای در نیویورک,بحث ترامپ و الزیدی درباره سلاح گروه‌های عراقی و مهلت ۲۰۲۷,development
2026-09-25T10:26:45.206067+00:00,a369c0a348da0ffd,601d7eefc0290648,0.4202,kept_below_threshold,0.8,2,2,1,1,بحث وزیران خارجه ایران و مصر درباره تحولات منطقه‌ای در نیویورک,پزشکیان بر تعمیق همکاری با پاکستان و تسریع توافق با ارمنستان تأکید کرد,development
2026-09-25T10:26:45.206067+00:00,7fdfbd842d9fa917,5c8b8722f634aa56,0.4442,kept_below_threshold,0.8,1,4,1,1,امارات وارجنتين مذاکرات برای توافق شراکت اقتصادی جامع را آغاز کردند,عقد آراغچی و لاوروف و ملباند دیدارهای دوجانبه در حاشیه مجمع عمومی سازمان ملل,development
2026-09-25T10:26:45.206067+00:00,7fdfbd842d9fa917,1d9888cc229b8071,0.4452,kept_below_threshold,0.8,1,1,1,1,امارات وارجنتين مذاکرات برای توافق شراکت اقتصادی جامع را آغاز کردند,بحث ترامپ و الزیدی درباره سلاح گروه‌های عراقی و مهلت ۲۰۲۷,development
2026-09-25T10:26:45.206067+00:00,7fdfbd842d9fa917,601d7eefc0290648,0.406,kept_below_threshold,0.8,1,2,1,1,امارات وارجنتين مذاکرات برای توافق شراکت اقتصادی جامع را آغاز کردند,پزشکیان بر تعمیق همکاری با پاکستان و تسریع توافق با ارمنستان تأکید کرد,development
2026-09-25T10:26:45.206067+00:00,7fdfbd842d9fa917,d5dacfd8a41449f5,0.4545,kept_below_threshold,0.8,1,1,1,1,امارات وارجنتين مذاکرات برای توافق شراکت اقتصادی جامع را آغاز کردند,ترامپ توافق واگذاری کنترل نفت ونزوئلا به آمریکا را بزرگ‌ترین توافق تاریخ خواند,development
2026-09-25T10:26:45.206067+00:00,2516d7a751564225,92b1b8301ac2abd4,0.4126,kept_below_threshold,0.8,7,1,1,1,فرودگاه‌های عراق پروازهای ایران را به دلیل تحریم‌ها متوقف کردند,مسدود شدن سیم‌کارت‌ها پس از فعالیت‌های سیاسی در شبکه‌های اجتماعی,development
2026-09-25T10:26:45.206067+00:00,5c8b8722f634aa56,1d9888cc229b8071,0.4651,kept_below_threshold,0.8,4,1,1,1,عقد آراغچی و لاوروف و ملباند دیدارهای دوجانبه در حاشیه مجمع عمومی سازمان ملل,بحث ترامپ و الزیدی درباره سلاح گروه‌های عراقی و مهلت ۲۰۲۷,development
2026-09-25T10:26:45.206067+00:00,5c8b8722f634aa56,601d7eefc0290648,0.4493,kept_below_threshold,0.8,4,2,1,1,عقد آراغچی و لاوروف و ملباند دیدارهای دوجانبه در حاشیه مجمع عمومی سازمان ملل,پزشکیان بر تعمیق همکاری با پاکستان و تسریع توافق با ارمنستان تأکید کرد,development
2026-09-25T10:26:45.206067+00:00,0053495882231b48,d5dacfd8a41449f5,0.4074,kept_below_threshold,0.8,8,1,1,1,کلمبیا روابط دیپلماتیک خود را با ایران قطع کرد,ترامپ توافق واگذاری کنترل نفت ونزوئلا به آمریکا را بزرگ‌ترین توافق تاریخ خواند,development
2026-09-25T10:26:45.206067+00:00,1d9888cc229b8071,601d7eefc0290648,0.4095,kept_below_threshold,0.8,1,2,1,1,بحث ترامپ و الزیدی درباره سلاح گروه‌های عراقی و مهلت ۲۰۲۷,پزشکیان بر تعمیق همکاری با پاکستان و تسریع توافق با ارمنستان تأکید کرد,development
2026-09-25T10:26:45.206067+00:00,1d9888cc229b8071,98fb501a969071e1,0.4537,kept_below_threshold,0.8,1,2,1,0,بحث ترامپ و الزیدی درباره سلاح گروه‌های عراقی و مهلت ۲۰۲۷,پروازهای شناسایی آمریکا در تنگه هرمز و اعلام آمادگی سپاه برای پاسخ متفاوت,development
2026-09-25T10:26:45.206067+00:00,601d7eefc0290648,344f1ddb52da1564,0.4025,kept_below_threshold,0.8,2,1,1,1,پزشکیان بر تعمیق همکاری با پاکستان و تسریع توافق با ارمنستان تأکید کرد,افزودن سه حفار جدید به ناوگان حفاری ایران,development
2026-09-25T10:26:45.206067+00:00,56bc7c4f59a92136,abb3480d8c116368,0.4733,kept_below_threshold,0.8,1,3,1,0,مقاطعه اروپایی و کمبود قطعات، تأخیر در عملیات غواصه اسرائیلی را موجب شد,ارتش اسرائیل تونل ۲ کیلومتری در جنوب غزه را تخریب کرد,development
