cluster_key,fate,reason,n_members,sources,provider,best_tier,category,significance,claim_status,independent_count,score,prellm_score,on_mission,headline,summary
afb6e948a6864b14,relevance_dropped,band=mid sim=0.70 score=15.33 kept=above_floor prior=5acae7bf,6,ajar|haaretz|tg_fighter_radar,gemini,2,military,none,likely,2,15.330,0.8013,1,نیروهای نظامی اسرائیل وارد منطقه وادی الرقاد در جنوب سوریه شدند.,نیروهای نظامی اسرائیل با ورود به منطقه وادی الرقاد در استان درعا اقدام به تیراندازی کردند و حومه روستای الحمیدیه نیز هدف حملات توپخانه‌ای قرار گرفت. وزارت امور خارجه آمریکا اعلام کرد که این پیشروی‌ها امنیت پایدار ایجاد نمی‌کند.
2c37185a5e0e42dc,irrelevant,,2,al_jazeera|mehr,gemini,2,,,,,,0.5374,1,,
9255ae23eaff1ec5,sent_followup,band=mid sim=0.71 score=16.47 kept=above_floor prior=0777c9f1,4,al_monitor|reuters_gnews|tg_kianmeli|tg_tweet_mardomi,groq,2,politics,balance,likely,2,16.472,0.7147,1,وزیران خارجه روسیه و ایران بر راهکار دیپلماتیک برای حل تنش‌ها توافق کردند,سرگئی لاوروف و عباس عراقچی در حاشیه مجمع عمومی سازمان ملل در نیویورک دیدار کردند. وزارت خارجه روسیه اعلام کرد هر دو طرف بر این باورند که تنها راه پایان تنش‌های منطقه‌ای ناشی از جنگ آمریکا و اسرائیل علیه ایران، حل دیپلماتیک است.
3a64b2106e538615,sent_followup,band=mid sim=0.61 score=18.43 kept=above_floor prior=fde27a29,2,al_monitor|reuters_gnews,groq,2,security,escalation,likely,2,18.432,0.4993,1,بریتانیا به ایران هشدار داد فعالیت‌های خصمانه در خاکش را تحمل نخواهد کرد,اد میلیبند، وزیر خارجه بریتانیا، در دیدار با عباس عراقچی در نیویورک اعلام کرد که لندن تهدیدها و فعالیت‌های خصمانه گروه‌های وابسته به ایران در خاک بریتانیا را تحمل نخواهد کرد. طرفین همچنین درباره جنگ در خاورمیانه و اهمیت بازگشایی تنگه هرمز گفتگو کردند.
a369c0a348da0ffd,sent_followup,band=mid sim=0.69 score=15.10 kept=above_floor prior=b55cb7fc,2,al_manar|irna,groq2,2,politics,balance,unconfirmed,1,15.097,0.6074,1,بحث وزیران خارجه ایران و مصر درباره تحولات منطقه‌ای در نیویورک,عباس عراقچی و بدر عبد العاطی در نیویورک درباره مسائل دوجانبه و منطقه‌ای گفت‌وگو کردند. همچنین گزارش شده است که مقامات قطری نیز با رهبران ایرانی در نیویورک درباره تلاش‌های کاهش تنش‌ها مذاکره کرده‌اند.
6b304d2a895008a7,sent,,2,al_manar|mee,groq2,2,economy,economy,unconfirmed,1,15.094,0.4925,1,افزایش شدید قیمت سوخت در لبنان نگرانی از بی‌ثباتی اجتماعی را برانگیخت,قیمت سوخت در لبنان از آغاز جنگ آمریکا و اسرائیل علیه ایران دو برابر شده است. اتحادیه‌های کارگری از بحران معیشتی شدید و احتمال اعتصابات سراسری خبر داده‌اند.
7fdfbd842d9fa917,relevance_dropped,,1,sky_news_arabia,groq2,2,economy,none,unconfirmed,1,11.994,0.4243,1,امارات وارجنتين مذاکرات برای توافق شراکت اقتصادی جامع را آغاز کردند,دولت امارات و آرژانتین در حاشیه مجمع عمومی سازمان ملل در نیویورک بیانیه مشترکی صادر کردند. این دو کشور مذاکراتی را برای رسیدن به یک توافقنامه شراکت اقتصادی جامع آغاز کرده‌اند.
e92c8a8b83af5c0b,repeat_dropped,band=mid sim=0.66 score=10.19 blocked=below_floor prior=7c4c4da5,3,al_manar|haaretz,groq2,2,politics,none,unconfirmed,1,10.192,0.5791,1,حسن فضل‌الله و جوزاف عون در بیانات جداگانه بر راهبردهای مقاومت و حمایت از مسعین تأکید کردند,حسن فضل‌الله عضو حزب الله اعلام کرد که راه حل سیاسی بسته نیست اما تسلیم‌شدن رد می‌شود. همزمان، جوزاف عون رئیس‌جمهور لبنان در کنفرانس صلیب سرخ بر لزوم محافظت از کادرهای پزشکی تأکید کرد.
6129527b2690520c,repeat_dropped,band=high sim=0.83 score=13.68 blocked=below_floor prior=0b13c489,8,al_manar|sky_news_arabia|tg_fighter_radar|tg_iranian_militarism|tg_wfwitness,groq,2,military,none,unconfirmed,1,13.675,0.7176,1,حمله‌های پهپادی و موشکی اسرائیل به جنوب لبنان ادامه دارد,نیروهای اسرائیلی با استفاده از پهپاد و توپخانه، مناطق متعددی از جمله کفر تنیت، وادی الحجیر و مجدل زون در جنوب لبنان را هدف قرار دادند. منابع لبنانی همچنین از ورود جنگنده‌های اسرائیلی به آسمان شرق لبنان و وعده‌های دیپلماتیک آمریکا برای فشار جهت عقب‌نشینی اسرائیل خبر داده‌اند.
643b9d80e0040f17,irrelevant,,18,ajar|al_manar|tg_entekhab|tg_irane_azad_news|tg_iranian_militarism|tg_padeshah_fxn|tg_tweet_mardomi,groq,2,,,,,,0.4711,1,,
4b4c25595a5d5c22,repeat_dropped,band=mid sim=0.59 score=9.97 blocked=below_floor prior=15a94b62,1,mehr,groq,2,politics,none,unconfirmed,1,9.971,0.6518,1,نماینده ارتش ایران از مقاومت در برابر نظام قدرتمند جهان خبر داد,بریگادیر ژنرال شیخ، معاون اجرایی ارتش ایران، اعلام کرد که کشور در برابر قدرتمندترین ارتش جهان ایستادگی کرده است. این ادعا در حالی مطرح می‌شود که تحریم‌های بین‌المللی علیه ایران همچنان در جریان است.
1e3cafe7163a6ec4,irrelevant,,2,mehr|tehran_times,groq,2,,,,,,0.2880,1,,
007be7e427d483ad,irrelevant,,1,tehran_times,groq2,2,,,,,,0.2706,1,,
2516d7a751564225,sent_followup,band=high sim=0.85 score=15.54 kept=development prior=4859047f,7,sky_news_arabia|tg_esellco|tg_fighter_radar|tg_irane_azad_news|tg_vira_university,groq2,2,economy,economy,unconfirmed,1,15.542,0.4544,1,فرودگاه‌های عراق پروازهای ایران را به دلیل تحریم‌ها متوقف کردند,فرودگاه‌های نجف، اربیل و سلیمانیه در عراق پروازهای ورودی و خروجی به مقصد ایران را تعلیق کردند. این اقدام در پی تحریم‌های رسمی علیه ایرلاین‌های ایرانی صورت گرفته و مقامات ایرانی تهدید به محدودسازی متقابل پروازهای کشورهای همسایه کرده‌اند.
70fc0c432f03b5af,sent_followup,band=mid sim=0.62 score=15.03 kept=above_floor prior=c0505fbf,2,ajar|al_jazeera,groq2,2,economy,economy,unconfirmed,1,15.032,0.2997,1,افزایش سوءتغذیه در نیجریه به دلیل افزایش هزینه‌های غذایی ناشی از جنگ ایران,جنگ با ایران باعث افزایش هزینه‌های معیشت و سوءتغذیه در نیجریه شده است. این گزارش ادعا می‌کند که درگیری‌های منطقه‌ای مستقیماً بر قیمت‌های غذایی در آفریقا اثر گذاشته است.
653d5b707b1e8e07,repeat_dropped,band=mid sim=0.73 score=9.92 blocked=below_floor prior=d33f3dc8,1,mehr,groq2,2,politics,none,unconfirmed,1,9.924,0.5027,1,عزراغچی بر توجه بیشتر سازمان همکاری اسلامی به مسئله فلسطین تأکید کرد,عباس عراقچی، وزیر امور خارجه ایران، بر ضرورت توجه بیشتر سازمان همکاری اسلامی به مسئله فلسطین تأکید کرد. این بیانیه در تهران مطرح شد و بخشی از دیپلماسی ایران در این سازمان است.
5af50ea87ca14071,sent_followup,band=high sim=0.83 score=17.91 kept=development prior=bb44ec72,1,mee,groq,2,military,balance,unconfirmed,1,17.908,0.4863,1,تسریع ساخت پهپادهای اسرائیلی در کارخانه‌ای در صربستان,رئیس‌جمهور صربستان کارخانه‌ای برای تولید پهپادهای اسرائیلی را افتتاح کرد. گزارش‌ها از پیچیدگی‌های مالکیت این پروژه و درگیری‌های سیاسی پیرامون آن خبر می‌دهند.
8388088df2fc9538,repeat_dropped,band=high sim=0.80 score=13.00 blocked=below_floor prior=730fb36e,2,aawsat|tg_geopolitics_prime,groq,2,military,none,unconfirmed,1,12.998,0.5748,1,درگیری‌های شدید بر سر گذرگاه هجیت‌العبد در یمن,گروه‌های حوثی ادعا می‌کنند کنترل مسیر عدن-طیبه را به دست گرفته‌اند، اما نیروهای وفادار به عربستان این ادعا را رد کرده و از دفع حملات خبر می‌دهند. این گذرگاه کوهستانی نقطه گلوگاه حیاتی برای تأمین نیروهای جنوبی یمن است.
3103983899720afd,irrelevant,,1,sky_news_arabia,groq,2,,,,,,0.2938,1,,
8744deada10518f9,irrelevant,,1,mee,groq,2,,,,,,0.3471,1,,
b65770c66a89739e,irrelevant,,3,mehr|tehran_times,gemini,2,,,,,,0.5000,1,,
4e4f140122374589,repeat_dropped,band=mid sim=0.74 score=9.91 blocked=below_floor prior=ca5321e6,2,aawsat|tg_kianmeli,gemini,2,politics,none,unconfirmed,1,9.915,0.4531,1,مسعود پزشکیان در نیویورک ادعای قصد ایران برای ترور ترامپ را تکذیب کرد.,رئیس‌جمهور ایران در نشستی با خبرنگاران در نیویورک اعلام کرد تهران قصدی برای کشتن دونالد ترامپ ندارد و رهبر جمهوری اسلامی در سلامت کامل است. این اظهارات در حاشیه مجمع عمومی سازمان ملل و همزمان با اعمال محدودیت‌های رفت‌وآمد برای دیپلمات‌های ایرانی مطرح شد.
af1efb77482419a2,repeat_dropped,band=mid sim=0.76 score=12.81 blocked=below_floor prior=68f0ecbb,1,sky_news_arabia,gemini,2,military,none,unconfirmed,1,12.813,0.5745,1,ادامه درگیری‌ها میان نیروهای دولتی یمن و حوثی‌ها در نزدیکی باب‌المندب,منابع یمنی از تداوم مواجهات میان نیروهای دولتی و حوثی‌ها در کوه‌های کهبوب و جبهه الاغبره خبر دادند. این درگیری‌ها در مناطق مرزی میان استان‌های تعز و لحج در جریان است.
9421e6c2dd6ac512,clickbait,,1,haaretz,gemini,2,,,,,,0.5647,1,,
17324d000584c88d,irrelevant,,2,mehr,gemini,2,,,,,,0.7311,1,,
6892de283ed1f151,irrelevant,,1,tehran_times,gemini,2,,,,,,0.4370,1,,
ae305d5a19c0412d,irrelevant,,2,maariv|tg_irane_azad_news,gemini,2,,,,,,0.2858,1,,
06895a6ac198bed5,irrelevant,,1,tehran_times,gemini,2,,,,,,0.1570,1,,
615c3c3958b09c36,irrelevant,,1,mee,gemini,2,,,,,,0.6146,1,,
d89208c15c13b021,irrelevant,,1,haaretz,gemini,2,,,,,,0.2756,1,,
5c8b8722f634aa56,sent_followup,band=high sim=0.82 score=14.76 kept=development prior=b55cb7fc,4,irna|mehr|tg_tabzlive,groq,2,politics,balance,unconfirmed,1,14.755,0.4552,1,عقد آراغچی و لاوروف و ملباند دیدارهای دوجانبه در حاشیه مجمع عمومی سازمان ملل,وزیر امور خارجه ایران در نیویورک با همتایان روسیه، بریتانیا و چندین کشور دیگر دیدار کرد. این گفتگوها در حاشیه نشست ۸۱ مجمع عمومی سازمان ملل متحد برگزار شد و موضوعات دوجانبه و منطقه‌ای در دستور کار قرار داشت.
abef02c03455cb44,irrelevant,,1,sky_news_arabia,groq,2,,,,,,0.3396,1,,
bcaa67beb01c90be,irrelevant,,1,al_jazeera,groq2,2,,,,,,0.3071,1,,
8926487ca10b7020,repeat_dropped,band=mid sim=0.72 score=12.37 blocked=below_floor prior=950a6c60,1,iran_international,groq2,2,politics,economy,unconfirmed,1,12.365,0.4026,1,عربستان و امارات از ترامپ خواستند فشار بر ایران را حفظ کند,عربستان سعودی و امارات متحده عربی از واشنگتن خواستند تحریم‌ها و محاصره دریایی ایران را ادامه دهند. این موضع‌گیری پیچیدگی‌هایی برای ازسرگیری مذاکرات صلح ایجاد کرده است، زیرا حملات اخیر صادرات نفت این کشورها را تهدید می‌کند.
2c5f728153f437fc,relevance_dropped,,1,haaretz,groq2,2,security,none,unconfirmed,1,10.354,0.3908,1,کشته شدن زنی در حیف و دستگیری شریک زندگی‌اش به اتهام قتل,زنی در دهه سوم زندگی خود با نشانه‌های خشونت در بیرون از خانه‌اش در حیف پیدا شد و جان خود را از دست داد. شریک زندگی او به اتهام قتل دستگیر شد و پلیس درخواست تمدید بازداشت او را دارد. این دومین مورد خشونت خانگی کشنده در این هفته در اسرائیل است.
2e4c363471dc26b1,irrelevant,,1,al_monitor,groq2,2,,,,,,0.3777,1,,
0053495882231b48,sent,,8,mee|osint613_a|tg_esellco|tg_irane_azad_news|tg_padeshah_fxn|tg_rnintel|tg_tabzlive|tg_wfwitness,groq,2,politics,balance,unconfirmed,1,15.032,0.3985,1,کلمبیا روابط دیپلماتیک خود را با ایران قطع کرد,کلمبیا به دلیل نگرانی‌های امنیتی و اتهامات مربوط به حقوق بشر، روابط دیپلماتیک خود را با ایران قطع کرد. این کشور دومین کشور آمریکای جنوبی پس از پرو که با ایران قطع رابطه کرده است.
d980d681a2d060d4,sent_followup,band=mid sim=0.72 score=14.43 kept=above_floor prior=edeb449f,2,mee|tg_entekhab,groq,2,economy,economy,unconfirmed,1,14.431,0.2680,1,عبور کشتی‌ها از تنگه هرمز به ۹ فروند کاهش یافت,داده‌های ردیابی کشتی‌ها نشان می‌دهد تردد در تنگه هرمز به ۹ فروند کاهش یافته است. این رقم در مقایسه با ۱۴ فروند روز قبل و میانگین ۱۸ فروند در ۱۰ روز گذشته کاهش محسوسی دارد.
ca44eecf45a78df3,repeat_dropped,band=mid sim=0.68 score=9.32 blocked=below_floor prior=9518900b,1,irna,groq,2,politics,none,unconfirmed,1,9.325,0.4522,1,بازگشت سخنگوی وزارت خارجه به یاد قاسم سلیمانی در مجمع عمومی,اسماعیل بقایی، سخنگوی وزارت خارجه، در حاشیه مجمع عمومی سازمان ملل به میراث قاسم سلیمانی اشاره کرد. او همچنین حضور اسرائیل در این نشست‌ها را مورد انتقاد قرار داد.
1d9888cc229b8071,sent_followup,band=mid sim=0.66 score=14.28 kept=above_floor prior=0411e0e0,1,sky_news_arabia,groq,2,politics,balance,unconfirmed,1,14.281,0.4293,1,بحث ترامپ و الزیدی درباره سلاح گروه‌های عراقی و مهلت ۲۰۲۷,دونالد ترامپ و علی الزیدی در حاشیه مجمع عمومی سازمان ملل درباره تحویل سلاح گروه‌های مسلح به دولت مرکزی عراق گفت‌وگو کردند. گزارش‌ها از بحث درباره مهلت زمانی تا سال ۲۰۲۷ برای این فرآیند حکایت دارند.
601d7eefc0290648,sent_followup,band=mid sim=0.79 score=14.35 kept=above_floor prior=82cef987,2,irna|mehr,groq,2,politics,balance,unconfirmed,1,14.349,0.6002,1,پزشکیان بر تعمیق همکاری با پاکستان و تسریع توافق با ارمنستان تأکید کرد,رئیس‌جمهور ایران بر عزم قاطع برای گسترش همکاری دوجانبه و چندجانبه با پاکستان تأکید کرد. او همچنین بر ضرورت تسریع در اجرای توافق دوجانبه با ارمنستان برای ایجاد همکاری نزدیک با کشورهای منطقه اصرار ورزید.
56bc7c4f59a92136,sent_followup,band=mid sim=0.71 score=17.14 kept=above_floor prior=87afcbed,1,ajar,groq,2,military,balance,unconfirmed,1,17.139,0.5327,1,مقاطعه اروپایی و کمبود قطعات، تأخیر در عملیات غواصه اسرائیلی را موجب شد,مقاطعه اروپایی، کمبود قطعات یدکی و عدم اجازه پهلوگیری منجر به تأخیر در عملیات غواصه اسرائیلی «دراگون» شد. این رویداد آسیب‌پذیری زنجیره‌های تأمین و محدودیت‌های استقلال نظامی دریایی اسرائیل را آشکار کرد.
9dd07ff827fd9323,irrelevant,,1,bbc_en,groq,2,,,,,,0.1022,1,,
1932f5076591669c,irrelevant,,2,al_jazeera,groq,2,,,,,,0.3001,1,,
39d39c61e73d3517,sent_followup,band=mid sim=0.80 score=17.04 kept=above_floor prior=b4675ee0,2,irna|mehr,groq,2,politics,escalation,unconfirmed,1,17.040,0.5364,1,نایب‌وزیر خارجه ایران: مشارکت اروپا در تهاجم آمریکا پاسخ داده خواهد شد,قاسم غریب‌آبادی با استناد به اعتراف مارک روته درباره پرواز ۵۰۰۰ مأموریت از پایگاه‌های اروپایی، اعلام کرد اروپا بخشی از زیرساخت تهاجم آمریکا علیه ایران بوده است. وی تأکید کرد که این مشارکت اروپا بی‌پاسخ نخواهد ماند.
3fb1b47041a9fd03,repeat_dropped,band=mid sim=0.65 score=8.93 blocked=below_floor prior=5b0cb99e,1,ap_gnews,groq,2,politics,none,unconfirmed,1,8.930,0.4347,1,ادعای سابق رئیس آونروا درباره دیدار با هیئت صلح در غزه,سابق رئیس آونروا مدعی شد که هیئت صلح با این سازمان دیدار کرده است، در حالی که پیش‌تر اعلام شده بود این هیئت نقشی در غزه ندارد. جزئیات بیشتر یا تأیید رسمی این دیدار در منابع ارائه‌شده ذکر نشده است.
22b2af52505ff04c,repeat_dropped,band=mid sim=0.62 score=8.88 blocked=below_floor prior=82cef987,1,mehr,groq,2,politics,none,unconfirmed,1,8.885,0.4170,1,پزشکیان از تلاش‌های پاکستان برای حفظ صلح منطقه‌ای تقدیر کرد,رئیس‌جمهور ایران از رویکرد اصولی پاکستان در حمایت از صلح و ثبات منطقه‌ای تشکر کرد. او بر ادامه مشاورات دیپلماتیک برای کاهش تنش‌ها تأکید ورزید.
d5dacfd8a41449f5,sent,,1,bbc_persian,groq,2,economy,economy,unconfirmed,1,13.845,0.2766,1,ترامپ توافق واگذاری کنترل نفت ونزوئلا به آمریکا را بزرگ‌ترین توافق تاریخ خواند,دونالد ترامپ توافق جدیدی را تأیید کرد که بر اساس آن کنترل میدان‌های نفتی راهبردی ونزوئلا به آمریکا واگذار می‌شود. جزئیات این توافق که شامل نقش یک میلیاردر ونزوئلایی است، باعث ایجاد جنجال شده است.
43851fd9af7d50b1,repeat_dropped,band=mid sim=0.71 score=13.82 blocked=below_floor prior=4bb5b382,1,ajar,groq,2,economy,economy,unconfirmed,1,13.823,0.2089,1,افتتاحی قیمت طلا به دلیل تقویت دلار و افزایش بازدهی اوراق قرضه,طلا در آستانه ثبت بیش از ۳ درصد کاهش هفتگی قرار دارد. این روند در پی صعود دلار و افزایش بازدهی اوراق قرضه آمریکا رخ داده است. افزایش قیمت انرژی نگرانی‌های تورمی را تشدید کرده و انتظار از تشدید سیاست‌های پولی را بالا برده است.
6ec75e79d0be3579,repeat_dropped,band=mid sim=0.65 score=8.79 blocked=below_floor prior=ed916cd8,1,mehr,groq,2,politics,none,unconfirmed,1,8.785,0.4091,1,قاليباف واکنش تند به رکوردشکنی بازدهی اوراق قرضه آمریکا نشان داد,محمدباقر قالیباف، رئیس مجلس ایران، در واکنش به رسیدن بازدهی اوراق قرضه ۱۰ ساله آمریکا به بالاترین سطح تاریخی، از بحران‌های اقتصادی این کشور انتقاد کرد. این اظهارات در حالی مطرح شد که شاخص‌های کلان اقتصادی آمریکا با نوسانات شدید مواجه است.
f80da3bf81c0d767,irrelevant,,2,ajar|tg_tabzlive,groq,2,,,,,,0.3110,1,,
275495490046a765,irrelevant,,4,al_jazeera|tg_kianmeli|tg_tabzlive|tg_wfwitness,groq,2,,,,,,0.3665,1,,
77c5c2d9b12d9664,repeat_dropped,band=mid sim=0.62 score=5.69 blocked=below_floor prior=4c91f0a5,1,ajar,groq,2,other,none,unconfirmed,1,5.688,0.2194,1,افزایش جمعیت آوارگان در شهر تعز یمن,بیش از ۸۳ هزار آواره در ماه جاری به شهر تعز یمن سرازیر شده‌اند. این افزایش جمعیت باعث فشار شدید بر خدمات اساسی مانند مسکن، آب و غذا شده است.
c77d6d57e1c6df38,irrelevant,,1,al_jazeera,groq,2,,,,,,0.3033,1,,
b68e70cb4e9ea818,irrelevant,,1,tehran_times,groq,2,,,,,,0.3045,1,,
73650afdb04cdfd1,irrelevant,,1,tehran_times,groq,2,,,,,,0.4924,1,,
344f1ddb52da1564,sent,,1,tehran_times,groq,2,economy,economy,unconfirmed,1,13.313,0.2038,1,افزودن سه حفار جدید به ناوگان حفاری ایران,سه حفار جدید به ناوگان حفاری ایران اضافه شد. این اقدام برای توسعه ظرفیت حفاری و تسریع در پروژه‌های توسعه‌ای انجام شده است.
6f4280572eee881e,sent,,1,tehran_times,groq,2,economy,economy,unconfirmed,1,13.298,0.4553,1,افزایش ۷.۵ درصدی صادرات ایران به ارمنستان,صادرات ایران به ارمنستان در هفت ماه اول سال ۲۰۲۶ به ۳۸۵ میلیون دلار رسید. این رقم نسبت به دوره مشابه سال قبل ۷.۵ درصد افزایش داشته است.
09f9f96de1eca672,repeat_dropped,band=mid sim=0.59 score=13.25 blocked=below_floor prior=0777c9f1,1,tehran_times,groq,2,economy,economy,unconfirmed,1,13.253,0.4461,1,بحث درباره حفظ روابط اقتصادی ایران و ژاپن در شرایط سخت,سفیر ژاپن در تهران و رئیس اتاق بازرگانی مشترک ایران و ژاپن در ۲۲ سپتامبر دیدار کردند. هدف این نشست بررسی راهکارهای حفظ روابط اقتصادی دو کشور در دوران دشوار عنوان شده است.
f7c5000c59258a2c,clickbait,,1,haaretz,groq,2,,,,,,0.3803,1,,
